712;Jauheliha, naudan, vähärasvainen, rasvaa 7 %;FOOD;RAW;100;BEEF;MEATTOT;MINCMED;MEATDTOT
805;Kuha;FOOD;RAW;100;FISH;FISHTOT;FISH;FISHDTOT
750;Kana;FOOD;RAW;100;POULTRY;MEATTOT;POULTDI;MEATDTOT
33501;Tofu, soijavalmiste, soijapapujuusto;FOOD;IND;100;SOYAPROD;LEGUTOT;INGRMISC;MISCTOT
